Datum;Abfluss[Q];temp_mean_all;surface_temp_mean_all;relhum_mean_all;abshum_mean_all;dew_point_temp_mean_all;windspeed_mean;precipitation_sum_all;pressure_mean_all;global_radiation_short_wave_mean;global_radiation_long_wave_mean;precipitation_sum_730;precipitation_sum_550
21.12.2021;36.3;-3.64;-5.56;95.09;3.59;-4.27;0.64;0.0;1010.74;16.44;238.49;0.0;0.0
22.12.2021;39.9;-3.06;-5.1;85.61;3.34;-5.23;0.8;0.0;1008.04;21.57;243.37;0.0;0.0
23.12.2021;38.6;2.86;1.95;78.18;4.73;-0.57;1.73;3.7;994.99;16.85;308.38;7.3;7.2
24.12.2021;48.3;7.25;6.66;95.75;7.55;6.68;2.66;7.4;988.72;8.94;345.77;4.1;4.2
25.12.2021;54.2;-0.63;-0.97;81.82;3.9;-3.43;2.77;0.3;992.5;11.9;281.32;0.0;0.0
26.12.2021;44.1;-1.09;-0.97;81.29;3.74;-3.87;1.05;0.1;991.08;13.13;307.03;0.2;0.2
27.12.2021;48.3;6.11;5.26;91.05;6.67;4.81;1.13;0.7;984.82;19.43;326.41;0.6;0.6
28.12.2021;55.6;8.06;6.84;91.65;7.6;6.83;1.66;8.4;978.89;14.65;331.43;9.5;9.5
29.12.2021;90.5;8.87;8.3;94.76;8.3;8.14;2.47;4.8;990.01;13.04;350.02;6.7;5.6
30.12.2021;127.0;12.92;12.1;91.78;10.34;11.67;2.9;4.1;999.44;11.0;371.24;1.1;2.2
31.12.2021;148.0;12.99;12.02;82.01;9.27;10.03;2.61;0.2;1003.51;19.65;353.48;0.2;0.2
