MESSPUNKT;JAHR;MONAT;ZEIT_VON;ZEIT_BIS;MESSWERT
21;2013;April;20130402;20130502;46
21;2013;Mai;20130502;20130531;45
21;2013;Juni;20130531;20130702;50
21;2013;Juli;20130702;20130802;56
21;2013;August;20130802;20130830;54
21;2013;September;20130830;20131001;44
21;2013;Oktober;20131001;20131031;36
21;2013;November;20131031;20131129;46
21;2013;Dezember;20131129;20131231;35
21;2014;Januar;20131231;20140130;30
21;2014;Februar;20140130;20140228;29
21;2014;März;20140228;20140331;50
21;2014;April;20140331;20140501;57
21;2014;Mai;20140501;20140602;45
21;2014;Juni;20140602;20140702;47
21;2014;Juli;20140702;20140731;54
21;2014;August;20140731;20140829;37
21;2014;September;20140829;20140930;46
21;2014;Oktober;20140930;20141031;38
21;2014;November;20141031;20141128;32
21;2014;Dezember;20141128;20141230;41
21;2015;Januar;20141230;20150130;46
21;2015;Februar;20150130;20150302;45
21;2015;März;20150302;20150331;50
21;2015;April;20150331;20150430;48
21;2015;Mai;20150430;20150601;41
21;2015;Juni;20150601;20150629;43
21;2015;Juli;20150629;20150731;42
21;2015;August;20150731;20150902;51
21;2015;September;20150902;20150930;41
21;2015;Oktober;20150930;20151029;44
21;2015;November;20151029;20151202;39
21;2015;Dezember;20151202;20151230;31
21;2016;Januar;20151230;20160201;38
21;2016;Februar;20160201;20160301;46
21;2016;März;20160301;20160331;57
21;2016;April;20160331;20160428;42
21;2016;Mai;20160428;20160530;47
21;2016;Juni;20160530;20160629;44
21;2016;Juli;20160629;20160729;39
21;2016;August;20160729;20160830;45
21;2016;September;20160830;20160929;47
21;2016;Oktober;20160929;20161031;41
21;2016;November;20161031;20161129;36
21;2016;Dezember;20161129;20161230;41
21;2017;Januar;20161230;20170131;50
21;2017;Februar;20170131;20170302;42
21;2017;März;20170302;20170330;43
21;2017;April;20170330;20170502;46
21;2017;Mai;20170502;20170601;44
21;2017;Juni;20170601;20170629;44
21;2017;Juli;20170629;20170731;35
21;2017;August;20170731;20170830;44
21;2017;September;20170830;20170929;36
21;2017;Oktober;20170929;20171030;32
21;2017;November;20171030;20171129;42
21;2017;Dezember;20171129;20171229;40
21;2018;Januar;20171229;20180129;32
21;2018;Februar;20180129;20180228;46
21;2018;März;20180228;20180329;35
21;2018;April;20180329;20180427;41
21;2018;Mai;20180427;20180529;46
21;2018;Juni;20180529;20180629;42
21;2018;Juli;20180629;20180730;49
21;2018;August;20180730;20180831;38
21;2018;September;20180831;20181002;42
21;2018;Oktober;20181002;20181101;41
21;2018;November;20181101;20181201;34
21;2018;Dezember;20181201;20190102;36
21;2019;Januar;20190102;20190131;47
21;2019;Februar;20190131;20190301;45
21;2019;März;20190301;20190330;37
21;2019;April;20190330;20190429;46
21;2019;Mai;20190429;20190531;43
21;2019;Juni;20190531;20190701;36
21;2019;Juli;20190701;20190801;43
21;2019;August;20190801;20190830;41
21;2019;September;20190830;20190928;36
21;2019;Oktober;20190928;20191029;26
21;2019;November;20191029;20191129;34
21;2019;Dezember;20191129;20191227;30
21;2020;Januar;20191230;20200131;28
21;2020;Februar;20200131;20200303;27
21;2020;März;20200303;20200329;31
21;2020;April;20200329;20200502;32
21;2020;Mai;20200502;20200531;35
21;2020;Juni;20200531;20200705;36
21;2020;Juli;20200705;20200802;31
21;2020;August;20200802;20200906;36
21;2020;September;20200906;20201003;37
21;2020;Oktober;20201003;20201101;25
21;2020;November;20201101;20201128;27
21;2020;Dezember;20201128;20210103;25
21;2021;Januar;20210104;20210202;34
21;2021;Februar;20210202;20210302;37
21;2021;März;20210302;20210330;40
21;2021;April;20210331;20210430;42
21;2021;Mai;20210501;20210531;30
21;2021;Juni;20210601;20210629;35
21;2021;Juli;20210630;20210729;33
21;2021;August;20210730;20210827;28
21;2021;September;20210828;20210928;37
21;2021;Oktober;20210929;20211027;30
21;2021;November;20211028;20211127;31
21;2021;Dezember;20211128;20211229;32
21;2022;Januar;20211229;20220129;34
21;2022;Februar;20220129;20220302;30
21;2022;März;20220302;20220331;40
21;2022;April;20220331;20220502;34
21;2022;Mai;20220502;20220601;35
21;2022;Juni;20220601;20220702;34
22;2008;Januar;20080103;20080201;34
22;2008;Februar;20080201;20080229;55
22;2008;März;20080229;20080401;44
22;2008;April;20080401;20080430;57
22;2008;Mai;20080430;20080530;58
22;2008;Juni;20080530;20080701;50
22;2008;Juli;20080701;20080801;46
22;2008;August;20080801;20080902;38
22;2008;September;20080902;20081001;42
22;2008;Oktober;20081001;20081104;46
22;2008;November;20081104;20081203;44
22;2008;Dezember;20081203;20090104;53
22;2009;Januar;20090105;20090130;60
22;2009;Februar;20090130;20090228;57
22;2009;März;20090228;20090401;54
22;2009;April;20090401;20090501;47
22;2009;Mai;20090501;20090601;42
22;2009;Juni;20090601;20090629;45
22;2009;Juli;20090629;20090731;36
22;2009;August;20090731;20090831;39
22;2009;September;20090831;20090930;42
22;2009;Oktober;20090930;20091031;54
22;2009;November;20091031;20091202;36
22;2009;Dezember;20091202;20091229;48
22;2010;Januar;20091229;20100201;48
22;2010;Februar;20100201;20100303;45
22;2010;März;20100303;20100331;55
22;2010;April;20100331;20100430;42
22;2010;Mai;20100430;20100602;43
22;2010;Juni;20100602;20100630;43
22;2010;Juli;20100630;20100803;38
22;2010;August;20100803;20100901;36
22;2010;September;20100901;20101001;42
22;2010;Oktober;20101001;20101102;43
22;2010;November;20101102;20101129;45
22;2010;Dezember;20101129;20101230;48
22;2011;Januar;20101230;20110201;46
22;2011;Februar;20110201;20110301;40
22;2011;März;20110301;20110330;42
22;2011;April;20110330;20110429;46
22;2011;Mai;20110429;20110531;42
22;2011;Juni;20110531;20110630;33
22;2011;Juli;20110630;20110801;38
22;2011;August;20110801;20110901;36
22;2011;September;20110901;20110929;35
22;2011;Oktober;20110929;20111102;40
22;2011;November;20111102;20111130;45
22;2011;Dezember;20111130;20111229;30
22;2012;Januar;20111229;20120201;41
22;2012;Februar;20120201;20120301;51
22;2012;März;20120301;20120330;51
22;2012;April;20120330;20120503;42
22;2012;Mai;20120503;20120601;41
22;2012;Juni;20120601;20120703;35
22;2012;Juli;20120703;20120801;29
22;2012;August;20120801;20120831;38
22;2012;September;20120831;20121001;44
22;2012;Oktober;20121001;20121102;43
22;2012;November;20121102;20121130;40
22;2012;Dezember;20121130;20121228;39
22;2013;Januar;20121228;20130201;43
22;2013;Februar;20130201;20130301;52
22;2013;März;20130301;20130402;51
22;2013;April;20130402;20130502;42
22;2013;Mai;20130502;20130531;38
22;2013;Juni;20130531;20130702;40
22;2013;Juli;20130702;20130802;45
22;2013;August;20130802;20130830;45
22;2013;September;20130830;20131001;39
22;2013;Oktober;20131001;20131031;31
22;2013;November;20131031;20131129;43
22;2013;Dezember;20131129;20131231;34
22;2014;Januar;20131231;20140130;31
22;2014;Februar;20140130;20140228;32
22;2014;März;20140228;20140331;44
22;2014;April;20140331;20140501;49
22;2014;Mai;20140501;20140602;36
22;2014;Juni;20140602;20140702;39
22;2014;Juli;20140702;20140731;37
22;2014;August;20140731;20140829;28
22;2014;September;20140829;20140930;43
22;2014;Oktober;20140930;20141031;32
22;2014;November;20141031;20141128;37
22;2014;Dezember;20141128;20141230;35
22;2015;Januar;20141230;20150130;41
22;2015;Februar;20150130;20150302;43
22;2015;März;20150302;20150331;48
22;2015;April;20150331;20150430;43
22;2015;Mai;20150430;20150601;35
22;2015;Juni;20150601;20150629;33
22;2015;Juli;20150629;20150731;30
22;2015;August;20150731;20150902;41
22;2015;September;20150902;20150930;32
22;2015;Oktober;20150930;20151029;45
22;2015;November;20151029;20151202;36
22;2015;Dezember;20151202;20151230;31
22;2016;Januar;20151230;20160201;37
22;2016;Februar;20160201;20160301;41
22;2016;März;20160301;20160331;52
22;2016;April;20160331;20160428;41
22;2016;Mai;20160428;20160530;38
22;2016;Juni;20160530;20160629;36
22;2016;Juli;20160629;20160729;28
22;2016;August;20160729;20160830;33
22;2016;September;20160830;20160929;41
22;2016;Oktober;20160929;20161031;36
22;2016;November;20161031;20161129;36
22;2016;Dezember;20161129;20161230;43
22;2017;Januar;20161230;20170131;48
22;2017;Februar;20170131;20170302;42
22;2017;März;20170302;20170330;40
22;2017;April;20170330;20170502;45
22;2017;Mai;20170502;20170601;40
22;2017;Juni;20170601;20170629;33
22;2017;Juli;20170629;20170731;28
22;2017;August;20170731;20170830;40
22;2017;September;20170830;20170929;29
22;2017;Oktober;20170929;20171030;29
22;2017;November;20171030;20171129;39
22;2017;Dezember;20171129;20171229;39
22;2018;Januar;20171229;20180129;33
22;2018;Februar;20180129;20180228;38
22;2018;März;20180228;20180329;35
22;2018;April;20180329;20180427;37
22;2018;Mai;20180427;20180529;38
22;2018;Juni;20180529;20180629;33
22;2018;Juli;20180629;20180730;36
22;2018;August;20180730;20180831;33
22;2018;September;20180831;20181002;37
22;2018;Oktober;20181002;20181101;39
22;2018;November;20181101;20181201;35
22;2018;Dezember;20181201;20190102;36
22;2019;Januar;20190102;20190131;43
22;2019;Februar;20190131;20190301;44
22;2019;März;20190301;20190330;32
22;2019;April;20190330;20190429;36
22;2019;Mai;20190429;20190531;36
22;2019;Juni;20190531;20190701;30
22;2019;Juli;20190701;20190801;33
22;2019;August;20190801;20190830;34
22;2019;September;20190830;20190928;33
22;2019;Oktober;20190928;20191029;-9999
22;2019;November;20191029;20191129;38
22;2019;Dezember;20191129;20191227;30
22;2020;Januar;20191230;20200131;29
22;2020;Februar;20200131;20200303;26
22;2020;März;20200303;20200329;30
22;2020;April;20200329;20200502;29
22;2020;Mai;20200502;20200531;28
22;2020;Juni;20200531;20200705;24
22;2020;Juli;20200705;20200802;27
22;2020;August;20200802;20200906;29
22;2020;September;20200906;20201003;34
22;2020;Oktober;20201003;20201101;24
22;2020;November;20201101;20201128;29
22;2020;Dezember;20201128;20210103;27
22;2021;Januar;20210104;20210202;31
22;2021;Februar;20210202;20210302;35
22;2021;März;20210302;20210330;38
22;2021;April;20210331;20210430;36
22;2021;Mai;20210501;20210531;25
22;2021;Juni;20210601;20210629;29
22;2021;Juli;20210630;20210729;26
22;2021;August;20210730;20210827;25
22;2021;September;20210828;20210928;31
22;2021;Oktober;20210929;20211027;26
22;2021;November;20211028;20211127;31
22;2021;Dezember;20211128;20211229;31
22;2022;Januar;20211229;20220129;30
22;2022;Februar;20220129;20220302;27
22;2022;März;20220302;20220331;36
22;2022;April;20220331;20220502;30
22;2022;Mai;20220502;20220601;29
22;2022;Juni;20220601;20220702;29
24;2008;Januar;20080103;20080201;38
24;2008;Februar;20080201;20080229;54
24;2008;März;20080229;20080401;49
24;2008;April;20080401;20080430;55
24;2008;Mai;20080430;20080530;53
24;2008;Juni;20080530;20080701;50
24;2008;Juli;20080701;20080801;44
24;2008;August;20080801;20080902;41
24;2008;September;20080902;20081001;49
24;2008;Oktober;20081001;20081104;42
24;2008;November;20081104;20081203;47
24;2008;Dezember;20081203;20090104;49
24;2009;Januar;20090105;20090130;56
24;2009;Februar;20090130;20090228;51
24;2009;März;20090228;20090401;51
24;2009;April;20090401;20090501;50
24;2009;Mai;20090501;20090601;42
24;2009;Juni;20090601;20090629;-9999
24;2009;Juli;20090629;20090731;41
24;2009;August;20090731;20090831;43
24;2009;September;20090831;20090930;46
24;2009;Oktober;20090930;20091031;49
24;2009;November;20091031;20091202;41
24;2009;Dezember;20091202;20091229;48
24;2010;Januar;20091229;20100201;45
24;2010;Februar;20100201;20100303;48
24;2010;März;20100303;20100331;50
24;2010;April;20100331;20100430;44
24;2010;Mai;20100430;20100602;42
24;2010;Juni;20100602;20100630;41
24;2010;Juli;20100630;20100803;45
24;2010;August;20100803;20100901;42
24;2010;September;20100901;20101001;45
24;2010;Oktober;20101001;20101102;42
24;2010;November;20101102;20101129;46
24;2010;Dezember;20101129;20101230;51
24;2011;Januar;20101230;20110201;46
24;2011;Februar;20110201;20110301;43
24;2011;März;20110301;20110330;50
24;2011;April;20110330;20110429;52
24;2011;Mai;20110429;20110531;42
24;2011;Juni;20110531;20110630;36
24;2011;Juli;20110630;20110801;38
24;2011;August;20110801;20110901;36
24;2011;September;20110901;20110929;36
24;2011;Oktober;20110929;20111102;39
24;2011;November;20111102;20111130;42
24;2011;Dezember;20111130;20111229;29
24;2012;Januar;20111229;20120201;37
24;2012;Februar;20120201;20120301;49
24;2012;März;20120301;20120330;50
24;2012;April;20120330;20120503;40
24;2012;Mai;20120503;20120601;42
24;2012;Juni;20120601;20120703;34
24;2012;Juli;20120703;20120801;31
24;2012;August;20120801;20120831;38
24;2012;September;20120831;20121001;41
24;2012;Oktober;20121001;20121102;43
24;2012;November;20121102;20121130;40
24;2012;Dezember;20121130;20121228;42
24;2013;Januar;20121228;20130201;39
24;2013;Februar;20130201;20130301;46
24;2013;März;20130301;20130402;50
24;2013;April;20130402;20130502;39
24;2013;Mai;20130502;20130531;37
24;2013;Juni;20130531;20130702;38
24;2013;Juli;20130702;20130802;43
24;2013;August;20130802;20130830;41
24;2013;September;20130830;20131001;-9999
24;2013;Oktober;20131001;20131031;29
24;2013;November;20131031;20131129;40
24;2013;Dezember;20131129;20131231;34
24;2014;Januar;20131231;20140130;30
24;2014;Februar;20140130;20140228;31
24;2014;März;20140228;20140331;44
24;2014;April;20140331;20140501;46
24;2014;Mai;20140501;20140602;36
24;2014;Juni;20140602;20140702;37
24;2014;Juli;20140702;20140731;44
24;2014;August;20140731;20140829;29
24;2014;September;20140829;20140930;40
24;2014;Oktober;20140930;20141031;35
24;2014;November;20141031;20141128;32
24;2014;Dezember;20141128;20141230;35
24;2015;Januar;20141230;20150130;40
24;2015;Februar;20150130;20150302;41
24;2015;März;20150302;20150331;46
24;2015;April;20150331;20150430;30
24;2015;Mai;20150430;20150601;22
24;2015;Juni;20150601;20150629;23
24;2015;Juli;20150629;20150731;26
24;2015;August;20150731;20150902;39
24;2015;September;20150902;20150930;30
24;2015;Oktober;20150930;20151029;36
24;2015;November;20151029;20151202;34
24;2015;Dezember;20151202;20151230;32
24;2016;Januar;20151230;20160201;32
24;2016;Februar;20160201;20160301;36
24;2016;März;20160301;20160331;46
24;2016;April;20160331;20160428;34
24;2016;Mai;20160428;20160530;32
24;2016;Juni;20160530;20160629;34
24;2016;Juli;20160629;20160729;28
24;2016;August;20160729;20160830;33
24;2016;September;20160830;20160929;39
24;2016;Oktober;20160929;20161031;31
24;2016;November;20161031;20161129;33
24;2016;Dezember;20161129;20161230;39
24;2017;Januar;20161230;20170131;46
24;2017;Februar;20170131;20170302;34
24;2017;März;20170302;20170330;35
24;2017;April;20170330;20170502;41
24;2017;Mai;20170502;20170601;35
24;2017;Juni;20170601;20170629;33
24;2017;Juli;20170629;20170731;26
24;2017;August;20170731;20170830;32
24;2017;September;20170830;20170929;29
24;2017;Oktober;20170929;20171030;26
24;2017;November;20171030;20171129;33
24;2017;Dezember;20171129;20171229;35
24;2018;Januar;20171229;20180129;29
24;2018;Februar;20180129;20180228;36
24;2018;März;20180228;20180329;33
24;2018;April;20180329;20180427;35
24;2018;Mai;20180427;20180529;33
24;2018;Juni;20180529;20180629;30
24;2018;Juli;20180629;20180730;35
24;2018;August;20180730;20180831;31
24;2018;September;20180831;20181002;36
24;2018;Oktober;20181002;20181101;36
24;2018;November;20181101;20181201;33
24;2018;Dezember;20181201;20190102;32
24;2019;Januar;20190102;20190131;38
24;2019;Februar;20190131;20190301;39
24;2019;März;20190301;20190330;31
24;2019;April;20190330;20190429;32
24;2019;Mai;20190429;20190531;31
24;2019;Juni;20190531;20190701;23
24;2019;Juli;20190701;20190801;24
24;2019;August;20190801;20190830;31
24;2019;September;20190830;20190928;29
24;2019;Oktober;20190928;20191029;22
24;2019;November;20191029;20191129;28
24;2019;Dezember;20191129;20191227;26
24;2020;Januar;20191230;20200131;25
24;2020;Februar;20200131;20200303;21
24;2020;März;20200303;20200329;24
24;2020;April;20200329;20200502;19
24;2020;Mai;20200502;20200531;12
24;2020;Juni;20200531;20200705;16
24;2020;Juli;20200705;20200802;20
24;2020;August;20200802;20200906;23
24;2020;September;20200906;20201003;27
24;2020;Oktober;20201003;20201101;21
24;2020;November;20201101;20201128;25
24;2020;Dezember;20201128;20210103;22
24;2021;Januar;20210104;20210202;31
24;2021;Februar;20210202;20210302;32
24;2021;März;20210302;20210330;33
24;2021;April;20210331;20210430;30
24;2021;Mai;20210501;20210531;20
24;2021;Juni;20210601;20210629;24
24;2021;Juli;20210630;20210729;21
24;2021;August;20210730;20210827;19
24;2021;September;20210828;20210928;26
24;2021;Oktober;20210929;20211027;23
24;2021;November;20211028;20211127;27
24;2021;Dezember;20211128;20211229;27
24;2022;Januar;20211229;20220129;25
24;2022;Februar;20220129;20220302;23
24;2022;März;20220302;20220331;31
24;2022;April;20220331;20220502;26
24;2022;Mai;20220502;20220601;25
24;2022;Juni;20220601;20220702;25
26;2008;Januar;20080103;20080201;29
26;2008;Februar;20080201;20080229;42
26;2008;März;20080229;20080401;33
26;2008;April;20080401;20080430;37
26;2008;Mai;20080430;20080530;34
26;2008;Juni;20080530;20080701;28
26;2008;Juli;20080701;20080801;28
26;2008;August;20080801;20080902;28
26;2008;September;20080902;20081001;33
26;2008;Oktober;20081001;20081104;35
26;2008;November;20081104;20081203;37
26;2008;Dezember;20081203;20090104;48
27;2008;Januar;20080103;20080201;25
27;2008;Februar;20080201;20080229;40
27;2008;März;20080229;20080401;26
27;2008;April;20080401;20080430;33
27;2008;Mai;20080430;20080530;28
27;2008;Juni;20080530;20080701;31
27;2008;Juli;20080701;20080801;28
27;2008;August;20080801;20080902;29
27;2008;September;20080902;20081001;33
27;2008;Oktober;20081001;20081104;34
27;2008;November;20081104;20081203;37
27;2008;Dezember;20081203;20090104;40
27;2009;Januar;20090105;20090130;46
27;2009;Februar;20090130;20090228;38
27;2009;März;20090228;20090401;37
27;2009;April;20090401;20090501;33
27;2009;Mai;20090501;20090601;26
27;2009;Juni;20090601;20090629;27
27;2009;Juli;20090629;20090731;23
27;2009;August;20090731;20090831;32
27;2009;September;20090831;20090930;32
27;2009;Oktober;20090930;20091031;39
27;2009;November;20091031;20091202;32
27;2009;Dezember;20091202;20091229;36
27;2010;Januar;20091229;20100201;36
27;2010;Februar;20100201;20100303;34
27;2010;März;20100303;20100331;34
27;2010;April;20100331;20100430;28
27;2010;Mai;20100430;20100602;29
27;2010;Juni;20100602;20100630;25
27;2010;Juli;20100630;20100803;27
27;2010;August;20100803;20100901;28
27;2010;September;20100901;20101001;29
27;2010;Oktober;20101001;20101102;34
27;2010;November;20101102;20101129;33
27;2010;Dezember;20101129;20101230;39
27;2011;Januar;20101230;20110201;37
27;2011;Februar;20110201;20110301;29
27;2011;März;20110301;20110330;37
27;2011;April;20110330;20110429;33
27;2011;Mai;20110429;20110531;28
27;2011;Juni;20110531;20110630;21
27;2011;Juli;20110630;20110801;24
27;2011;August;20110801;20110901;26
27;2011;September;20110901;20110929;30
27;2011;Oktober;20110929;20111102;31
27;2011;November;20111102;20111130;38
27;2011;Dezember;20111130;20111229;19
27;2012;Januar;20111229;20120201;31
27;2012;Februar;20120201;20120301;37
27;2012;März;20120301;20120330;38
27;2012;April;20120330;20120503;24
27;2012;Mai;20120503;20120601;24
27;2012;Juni;20120601;20120703;21
27;2012;Juli;20120703;20120801;21
27;2012;August;20120801;20120831;25
27;2012;September;20120831;20121001;31
27;2012;Oktober;20121001;20121102;30
27;2012;November;20121102;20121130;30
27;2012;Dezember;20121130;20121228;30
27;2013;Januar;20121228;20130201;32
27;2013;Februar;20130201;20130301;30
27;2013;März;20130301;20130402;31
27;2013;April;20130402;20130502;26
27;2013;Mai;20130502;20130531;22
27;2013;Juni;20130531;20130702;23
27;2013;Juli;20130702;20130802;25
27;2013;August;20130802;20130830;29
27;2013;September;20130830;20131001;27
27;2013;Oktober;20131001;20131031;24
27;2013;November;20131031;20131129;32
27;2013;Dezember;20131129;20131231;24
27;2014;Januar;20131231;20140130;21
27;2014;Februar;20140130;20140228;21
27;2014;März;20140228;20140331;35
27;2014;April;20140331;20140501;31
27;2014;Mai;20140501;20140602;23
27;2014;Juni;20140602;20140702;22
27;2014;Juli;20140702;20140731;25
27;2014;August;20140731;20140829;22
27;2014;September;20140829;20140930;27
27;2014;Oktober;20140930;20141031;25
27;2014;November;20141031;20141128;26
27;2014;Dezember;20141128;20141230;30
27;2015;Januar;20141230;20150130;29
27;2015;Februar;20150130;20150302;28
27;2015;März;20150302;20150331;33
27;2015;April;20150331;20150430;30
27;2015;Mai;20150430;20150601;23
27;2015;Juni;20150601;20150629;23
27;2015;Juli;20150629;20150731;20
27;2015;August;20150731;20150902;28
27;2015;September;20150902;20150930;22
27;2015;Oktober;20150930;20151029;30
27;2015;November;20151029;20151202;25
27;2015;Dezember;20151202;20151230;24
27;2016;Januar;20151230;20160201;25
27;2016;Februar;20160201;20160301;28
27;2016;März;20160301;20160331;33
27;2016;April;20160331;20160428;23
27;2016;Mai;20160428;20160530;21
27;2016;Juni;20160530;20160629;21
27;2016;Juli;20160629;20160729;21
27;2016;August;20160729;20160830;23
27;2016;September;20160830;20160929;30
27;2016;Oktober;20160929;20161031;27
27;2016;November;20161031;20161129;28
27;2016;Dezember;20161129;20161230;33
27;2017;Januar;20161230;20170131;40
27;2017;Februar;20170131;20170302;29
27;2017;März;20170302;20170330;25
27;2017;April;20170330;20170502;28
27;2017;Mai;20170502;20170601;25
27;2017;Juni;20170601;20170629;22
27;2017;Juli;20170629;20170731;17
27;2017;August;20170731;20170830;25
27;2017;September;20170830;20170929;24
27;2017;Oktober;20170929;20171030;23
27;2017;November;20171030;20171129;29
27;2017;Dezember;20171129;20171229;29
27;2018;Januar;20171229;20180129;23
27;2018;Februar;20180129;20180228;27
27;2018;März;20180228;20180329;23
27;2018;April;20180329;20180427;26
27;2018;Mai;20180427;20180529;20
27;2018;Juni;20180529;20180629;17
27;2018;Juli;20180629;20180730;22
27;2018;August;20180730;20180831;19
27;2018;September;20180831;20181002;29
27;2018;Oktober;20181002;20181101;29
27;2018;November;20181101;20181201;26
27;2018;Dezember;20181201;20190102;26
27;2019;Januar;20190102;20190131;30
27;2019;Februar;20190131;20190301;32
27;2019;März;20190301;20190330;22
27;2019;April;20190330;20190429;20
27;2019;Mai;20190429;20190531;21
27;2019;Juni;20190531;20190701;15
27;2019;Juli;20190701;20190801;21
27;2019;August;20190801;20190830;23
27;2019;September;20190830;20190928;22
27;2019;Oktober;20190928;20191029;18
27;2019;November;20191029;20191129;25
27;2019;Dezember;20191129;20191227;21
27;2020;Januar;20191230;20200131;33
27;2020;Februar;20200131;20200303;30
27;2020;März;20200303;20200329;28
27;2020;April;20200329;20200502;27
27;2020;Mai;20200502;20200531;27
27;2020;Juni;20200531;20200705;26
27;2020;Juli;20200705;20200802;29
27;2020;August;20200802;20200906;33
27;2020;September;20200906;20201003;39
27;2020;Oktober;20201003;20201101;31
27;2020;November;20201101;20201128;34
27;2020;Dezember;20201128;20210103;28
27;2021;Januar;20210104;20210202;22
27;2021;Februar;20210202;20210302;20
27;2021;März;20210302;20210330;29
27;2021;April;20210331;20210430;23
27;2021;Mai;20210501;20210531;15
27;2021;Juni;20210601;20210629;16
27;2021;Juli;20210630;20210729;16
27;2021;August;20210730;20210827;16
27;2021;September;20210828;20210928;22
27;2021;Oktober;20210929;20211027;19
27;2021;November;20211028;20211127;25
27;2021;Dezember;20211128;20211229;24
27;2022;Januar;20211229;20220129;22
27;2022;Februar;20220129;20220302;17
27;2022;März;20220302;20220331;25
27;2022;April;20220331;20220502;20
27;2022;Mai;20220502;20220601;17
27;2022;Juni;20220601;20220702;19
28;2008;Januar;20080103;20080201;46
28;2008;Februar;20080201;20080229;59
28;2008;März;20080229;20080401;54
28;2008;April;20080401;20080430;56
28;2008;Mai;20080430;20080530;60
28;2008;Juni;20080530;20080701;59
28;2008;Juli;20080701;20080801;59
28;2008;August;20080801;20080902;55
28;2008;September;20080902;20081001;51
28;2008;Oktober;20081001;20081104;52
28;2008;November;20081104;20081203;53
28;2008;Dezember;20081203;20090104;53
28;2009;Januar;20090105;20090130;64
28;2009;Februar;20090130;20090228;56
28;2009;März;20090228;20090401;57
28;2009;April;20090401;20090501;55
28;2009;Mai;20090501;20090601;37
28;2009;Juni;20090601;20090629;54
28;2009;Juli;20090629;20090731;51
28;2009;August;20090731;20090831;50
28;2009;September;20090831;20090930;50
28;2009;Oktober;20090930;20091031;55
28;2009;November;20091031;20091202;49
28;2009;Dezember;20091202;20091229;52
28;2010;Januar;20091229;20100201;50
28;2010;Februar;20100201;20100303;54
28;2010;März;20100303;20100331;61
28;2010;April;20100331;20100430;54
28;2010;Mai;20100430;20100602;54
28;2010;Juni;20100602;20100630;58
28;2010;Juli;20100630;20100803;66
28;2010;August;20100803;20100901;51
28;2010;September;20100901;20101001;59
28;2010;Oktober;20101001;20101102;50
28;2010;November;20101102;20101129;52
28;2010;Dezember;20101129;20101230;55
28;2011;Januar;20101230;20110201;54
28;2011;Februar;20110201;20110301;46
28;2011;März;20110301;20110330;58
28;2011;April;20110330;20110429;56
28;2011;Mai;20110429;20110531;57
28;2011;Juni;20110531;20110630;50
28;2011;Juli;20110630;20110801;47
28;2011;August;20110801;20110901;48
28;2011;September;20110901;20110929;45
28;2011;Oktober;20110929;20111102;45
28;2011;November;20111102;20111130;49
28;2011;Dezember;20111130;20111229;36
28;2012;Januar;20111229;20120201;45
28;2012;Februar;20120201;20120301;47
28;2012;März;20120301;20120330;49
28;2012;April;20120330;20120503;46
28;2012;Mai;20120503;20120601;48
28;2012;Juni;20120601;20120703;43
28;2012;Juli;20120703;20120801;47
28;2012;August;20120801;20120831;56
28;2012;September;20120831;20121001;50
28;2012;Oktober;20121001;20121102;45
28;2012;November;20121102;20121130;46
28;2012;Dezember;20121130;20121228;49
28;2013;Januar;20121228;20130201;48
28;2013;Februar;20130201;20130301;51
28;2013;März;20130301;20130402;50
28;2013;April;20130402;20130502;46
28;2013;Mai;20130502;20130531;45
28;2013;Juni;20130531;20130702;46
28;2013;Juli;20130702;20130802;53
28;2013;August;20130802;20130830;58
28;2013;September;20130830;20131001;46
28;2013;Oktober;20131001;20131031;41
28;2013;November;20131031;20131129;49
28;2013;Dezember;20131129;20131231;41
28;2014;Januar;20131231;20140130;40
28;2014;Februar;20140130;20140228;43
28;2014;März;20140228;20140331;48
28;2014;April;20140331;20140501;49
28;2014;Mai;20140501;20140602;47
28;2014;Juni;20140602;20140702;40
28;2014;Juli;20140702;20140731;58
28;2014;August;20140731;20140829;45
28;2014;September;20140829;20140930;45
28;2014;Oktober;20140930;20141031;42
28;2014;November;20141031;20141128;41
28;2014;Dezember;20141128;20141230;46
28;2015;Januar;20141230;20150130;50
28;2015;Februar;20150130;20150302;47
28;2015;März;20150302;20150331;47
28;2015;April;20150331;20150430;49
28;2015;Mai;20150430;20150601;43
28;2015;Juni;20150601;20150629;45
28;2015;Juli;20150629;20150731;43
28;2015;August;20150731;20150902;52
28;2015;September;20150902;20150930;44
28;2015;Oktober;20150930;20151029;50
28;2015;November;20151029;20151202;45
28;2015;Dezember;20151202;20151230;46
28;2016;Januar;20151230;20160201;45
28;2016;Februar;20160201;20160301;47
28;2016;März;20160301;20160331;53
28;2016;April;20160331;20160428;-9999
28;2016;Mai;20160428;20160530;40
28;2016;Juni;20160530;20160629;42
28;2016;Juli;20160629;20160729;39
28;2016;August;20160729;20160830;44
28;2016;September;20160830;20160929;46
28;2016;Oktober;20160929;20161031;37
28;2016;November;20161031;20161129;44
28;2016;Dezember;20161129;20161230;50
28;2017;Januar;20161230;20170131;51
28;2017;Februar;20170131;20170302;43
28;2017;März;20170302;20170330;45
28;2017;April;20170330;20170502;43
28;2017;Mai;20170502;20170601;45
28;2017;Juni;20170601;20170629;45
28;2017;Juli;20170629;20170731;33
